region_id,name,country_id
9825,Кашкадарьинская обл.,9787
9832,Навоийская обл.,9787
9836,Наманганская обл.,9787
9844,Самаркандская обл.,9787
9851,Сурхандарьинская обл.,9787
9859,Сырдарьинская обл.,9787
9869,Ташкентская обл.,9787
9892,Ферганская обл.,9787
9905,Хорезмская обл.,9787
9909,Винницкая обл.,9908
9943,Волынская обл.,9908
9964,Днепропетровская обл.,9908
10002,Донецкая обл.,9908
10061,Житомирская обл.,9908
10094,Закарпатская обл.,9908
10111,Запорожская обл.,9908
10133,Ивано-Франковская обл.,9908
10165,Киевская обл.,9908
10201,Кировоградская обл.,9908
10227,Крымская обл.,9908
10259,Луганская обл.,9908
10318,Львовская обл.,9908
10354,Николаевская обл.,9908
10373,Одесская обл.,9908
10407,Полтавская обл.,9908
10437,Ровенская обл.,9908
10455,Сумская обл.,9908
10480,Тернопольская обл.,9908
277656,Украина,9908
10504,Харьковская обл.,9908
10535,Херсонская обл.,9908
10559,Хмельницкая обл.,9908
10583,Черкасская обл.,9908
10607,Черниговская обл.,9908
10633,Черновицкая обл.,9908
10649,Etela-Karjala,10648
2713529,Kouvola,10648
10651,Paijat-Hame,10648
10653,Pohjanmaa,10648
5640357,Pohjois-Karjala,10648
10655,Pohjois-Pohjanmaa,10648
10657,Pohjois-Savo,10648
10659,Satakunta,10648
10661,Varsinais-Suomi,10648
10663,Кески-Суоми,10648
10665,Усима,10648
277667,Финляндия,10648
10669,Cotes-d`Armor,10668
10671,Алье,10668
10673,Альпы Верхние,10668
10675,Альпы Приморские,10668
10679,Арденны,10668
10681,Бельфор,10668
10683,Буш-дю-Рон,10668
10686,Валь-д` Уаз,10668
10688,Валь-де-Марн,10668
10699,Вар,10668
10702,Вогезы,10668
10704,Воклюз,10668
10706,Вьенна,10668
10708,Вьенна Верхняя,10668
10710,Гар,10668
10712,Гаронна Верхняя,10668
10714,Дё-Севр,10668
10716,Дром,10668
10719,Ду,10668
10721,Жиронда,10668
10723,Ивелин,10668
10725,Иль и Виден,10668
10728,Коррез,10668
10730,Корсика Верхняя,10668
10732,Корсика Южная,10668
10734,Кот-д`Ор,10668
10736,Ланды,10668
10738,Ло и Гаронна,10668
10740,Лозер,10668
10742,Луар и Шер,10668
10744,Луара,10668
10747,Луара Атлантическая,10668
10750,Луара Верхняя,10668
10752,Луаре,10668
10762,Мёрт и Мозель,10668
10754,Майенн,10668
10756,Марна,10668
10759,Мен и Луара,10668
10764,Мозель,10668
10766,Морбиан,10668
10768,Нор,10668
10774,Ньевр,10668
10776,О-де-Сен,10668
10794,Об,10668
10796,Од,10668
10798,Орн,10668
10800,Па-де-Кале,10668
10804,Париж,10668
10806,Пиренеи Атлантические,10668
10809,Пиренеи Верхние,10668
10811,Пиренеи Восточные,10668
10813,Рейн Верхний,10668
10817,Рейн Нижний,10668
10819,Рона,10668
10823,Савойя,10668
10825,Савойя Верхняя,10668
10827,Сарта,10668
10829,Сен-Сен-Дени,10668
10841,Сена Приморская,10668
10844,Сомма,10668
10846,Сона и Луара,10668
10849,Тарн,10668
10851,Уаза,10668
10853,Финистер,10668
277669,Франция,10668
10856,Шаранта,10668
10858,Шаранта Приморская,10668
10860,Шер,10668
10862,Эна,10668
10864,Эндр,10668
10866,Эндр и Луара,10668
10868,Эр,10668
10870,Эро,10668
10872,Эссонн,10668
277554,Хорватия,277553
10875,Jihochesky,10874
10877,Jihomoravsky,10874
10879,Karlovarsky,10874
10881,Kralovehradecky,10874
10883,Liberecky,10874
10886,Moravskoslezsky,10874
10892,Olomoucky,10874
10896,Stredochesky,10874
10898,Ustecky,10874
277670,Чехия,10874
2412885,Сантьяго,582031
10905,Аргау,10904
10908,Базель-Штадт,10904
10910,Берн,10904
10914,Во,10904
10916,Женева,10904
10918,Золотурн,10904
10920,Люцерн,10904
10922,Невшатель,10904
10925,Тичино,10904
10927,Фрибур,10904
10930,Цюрих,10904
277666,Швейцария,10904
10934,Skine,10933
10938,Vastra Gotaland,10933
10942,Вермланд,10933
10944,Вестерботтен,10933
10946,Вестернорланд,10933
10948,Вестманланд,10933
10950,Евлеборг,10933
10952,Емтланд,10933
10954,Йёнчёпинг,10933
4778004,Норрботтен,10933
10956,Сёдерманланд,10933
10958,Стокгольм,10933
10962,Упсала,10933
10964,Халланд,10933
277665,Швеция,10933
10966,Эстерйетланд,10933
7719907,Пичинча,582064
10969,Эстония,10968
3661590,Йоханесбург,3661568
11003,Воеводина,11002
11008,Косово,11002
11010,Сербия,11002
277658,Югославия,11002
11015,Cheju,11014
11017,Chollabuk,11014
11020,Chollanam,11014
11024,Chungcheongbuk,11014
11027,Chungcheongnam,11014
11029,Incheon,11014
11031,Kangweon,11014
11035,Kwangju,11014
11037,Kyeonggi,11014
11040,Kyeongsangbuk,11014
11045,Kyeongsangnam,11014
11050,Pusan,11014
11052,Seoul,11014
11054,Taegu,11014
11056,Taejeon,11014
11058,Ulsan,11014
15789405,Ямайка,582106
11061,Айти,11060
11068,Акита,11060
11074,Аомори,11060
11080,Вакаяма,11060
11083,Гифу,11060
11088,Гумма,11060
11094,Ибараки,11060
11102,Ивате,11060
11108,Исикава,11060
11113,Кагава,11060
11116,Кагосима,11060
11121,Канагава,11060
11133,Киото,11060
11139,Коти,11060
11142,Кумамото,11060
11146,Миэ,11060
11151,Мияги,11060
11155,Миядзаки,11060
11162,Нагано,11060
11168,Нагасаки,11060
11173,Нара,11060
11178,Ниигата,11060
11185,Окаяма,11060
11189,Окинава,11060
11192,Осака,11060
11209,Сага,11060
11215,Сайтама,11060
11227,Сига,11060
11230,Сидзуока,11060
11233,Симане,11060
11248,Тиба,11060
11261,Токио,11060
11270,Токусима,11060
11273,Тотиги,11060
11279,Тоттори,11060
11283,Тояма,11060
11289,Фукуи,11060
11295,Фукуока,11060
11304,Фукусима,11060
11307,Хиросима,11060
11312,Хоккайдо,11060
11330,Хпого,11060
11340,Эхиме,11060
11346,Ямагата,11060
11354,Ямагути,11060
11363,Яманаси,11060
